timestamps	index	text	role	label	video	stage	gender	subject
00:01:55,310 --> 00:02:02,730	19501	\u5176\u5b9e\u5927\u5bb6\u90fd\u77e5\u9053\u6211\u4eec\u5173\u6ce8\u6d77\u6d0b\u7684\u4e00\u4e2a\u65b9\u9762\u662f\u56e0\u4e3a\u6d77\u6d0b\u91cc\u9762\u6709\u6211\u4eec\u6240\u9700\u8981\u7684\u4e00\u4e9b\u8d44\u6e90	\u6559\u5e08	\u77e5\u8bc6\u8bb2\u6388	video_junior_5	\u521d\u4e2d\u9636\u6bb5	\u7537	\u5730\u7406
00:02:02,740 --> 00:02:06,870	19502	\u8bf7\u540c\u5b66\u4eec\u60f3\u4e00\u60f3\u6709\u4ec0\u4e48\u6837\u7684\u4e00\u4e9b\u8d44\u6e90\u6d77\u6d0b\u91cc\u9762	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_junior_5	\u521d\u4e2d\u9636\u6bb5	\u7537	\u5730\u7406
00:02:09,070 --> 00:02:11,270	19504	\u6e14\u4e1a\u8d44\u6e90，\u8fd8\u6709\u5417	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_junior_5	\u521d\u4e2d\u9636\u6bb5	\u7537	\u5730\u7406
00:02:13,140 --> 00:02:17,010	19505	\u8fd8\u6709\u77f3\u6cb9\u8fd8\u6709\u5929\u7136\u6c14	\u6559\u5e08	\u77e5\u8bc6\u8bb2\u6388	video_junior_5	\u521d\u4e2d\u9636\u6bb5	\u7537	\u5730\u7406
00:11:22,120 --> 00:11:28,360	29234	\u4f60\u8ba4\u4e3a\u5f53\u4e24\u4e2a\u5f02\u9762\u76f4\u7ebf\u6240\u6210\u89d2，\u662f90\u5ea6\u7684\u65f6\u5019,\u8fd9\u4e24\u6761\u76f4\u7ebf\u7684\u4f4d\u7f6e\u5173\u7cfb\u5e94\u8be5\u662f	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_junior_55	\u521d\u4e2d\u9636\u6bb5	\u5973	\u6570\u5b66
00:11:28,360 --> 00:11:30,290	29235	\u5782\u76f4\u5f88\u597d	\u6559\u5e08	\u60c5\u611f\u652f\u6301\u4e0e\u53cd\u9988	video_junior_55	\u521d\u4e2d\u9636\u6bb5	\u5973	\u6570\u5b66
00:11:30,300 --> 00:11:32,350	29236	\u6211\u4eec\u7c7b\u6bd4\u5e73\u9762\u91cc\u5c31\u53ef\u4ee5\u5f97\u5230\u4e86	\u6559\u5e08	\u77e5\u8bc6\u8bb2\u6388	video_junior_55	\u521d\u4e2d\u9636\u6bb5	\u5973	\u6570\u5b66
00:11:49,340 --> 00:11:59,820	29237	\u6211\u4eec\u521a\u521a\u662f\u600e\u4e48\u5b9a\u4e49\u5f02\u9762\u76f4\u7ebf\u5782\u76f4\u7684，\u60f3\u4e00\u60f3，\u5f53\u4e24\u6761\u5f02\u9762\u76f4\u7ebf，a\u548cb\u6240\u6210\u7684\u89d2\u963f\u5c14\u6cd5\u7b49\u4e8e\u591a\u5c11\u5ea6	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_junior_55	\u521d\u4e2d\u9636\u6bb5	\u5973	\u6570\u5b66
00:12:00,130 --> 00:12:07,060	29239	90\u5ea6，\u6211\u4eec\u5c31\u8bf4a\u4e0eb\u662f\u4e92\u76f8\u5782\u76f4\u7684，\u6211\u4eec\u628a\u5b83\u8bb0\u4e3aa\u5782\u76f4\u4e8eb	\u6559\u5e08	\u77e5\u8bc6\u8bb2\u6388	video_junior_55	\u521d\u4e2d\u9636\u6bb5	\u5973	\u6570\u5b66
00:12:07,060 --> 00:12:20,270	29241	\u597d，\u8fd9\u662f\u5f02\u9762\u76f4\u7ebf\u5782\u76f4\u7684\u6982\u5ff5，\u5927\u5bb6\u770b，\u6211\u4eec\u8bb2\u5728\u5e73\u9762\u5185\u4e24\u6761\u76f4\u7ebf\u76f8\u4ea4\u6240\u6210\u89d2\u5982\u679c90\u5ea6，\u4e24\u8005\u5782\u76f4	\u6559\u5e08	\u77e5\u8bc6\u8bb2\u6388	video_junior_55	\u521d\u4e2d\u9636\u6bb5	\u5973	\u6570\u5b66
00:12:20,480 --> 00:12:24,510	29243	\u5728\u7a7a\u95f4\u4e2d\u5f02\u9762\u76f4\u7ebf\u6240\u6210\u89d2\u4e3a90\u5ea6，\u4e24\u8005\u4e5f\u5782\u76f4	\u6559\u5e08	\u77e5\u8bc6\u8bb2\u6388	video_junior_55	\u521d\u4e2d\u9636\u6bb5	\u5973	\u6570\u5b66
00:12:24,520 --> 00:12:30,870	29244	\u90a3\u4ee5\u540e\u5927\u5bb6\u518d\u770b\u5230\u4e24\u6761\u76f4\u7ebf\u5782\u76f4，\u5782\u76f4\u5e94\u8be5\u5305\u542b\u51e0\u79cd\u5782\u76f4，\u51e0\u79cd	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_junior_55	\u521d\u4e2d\u9636\u6bb5	\u5973	\u6570\u5b66
00:12:31,080 --> 00:12:35,920	29246	\u4e24\u79cd，\u4e00\u79cd\u662f\u5171\u9762\u5782\u76f4，\u4e00\u79cd\u662f\u5f02\u9762\u5782\u76f4	\u6559\u5e08	\u77e5\u8bc6\u8bb2\u6388	video_junior_55	\u521d\u4e2d\u9636\u6bb5	\u5973	\u6570\u5b66
00:12:37,510 --> 00:12:52,100	29247	\u4e3a\u4e86\u592f\u5b9e\u57fa\u7840，\u8bf7\u5927\u5bb6\u5b8c\u6210\u8fd9\u4e09\u9053\u5224\u65ad\u9898，\u597d\u8bf7\u5f00\u59cb	\u6559\u5e08	\u63d0\u9ad8\u53c2\u4e0e\u5ea6	video_junior_55	\u521d\u4e2d\u9636\u6bb5	\u5973	\u6570\u5b66
00:13:38,470 --> 00:13:44,620	29248	\u597d\u6211\u4eec\u6765\u770b\u4e00\u4e0b，\u7b2c\u4e00\u9898\u5927\u5bb6\u90fd\u505a\u5bf9\u4e86，\u7b2c\u4e8c\u5c0f\u9898\u548c\u7b2c\u4e09\u5c0f\u9898\u6709\u4e2a\u522b\u540c\u5b66\u505a\u9519\u4e86	\u6559\u5e08	\u60c5\u611f\u652f\u6301\u4e0e\u53cd\u9988	video_junior_55	\u521d\u4e2d\u9636\u6bb5	\u5973	\u6570\u5b66
00:13:51,840 --> 00:13:58,860	29250	\u7b2c\u4e8c\u5c0f\u9898\u8bf4\u5f02\u9762\u76f4\u7ebfa\u548cb\u6240\u6210\u89d2\u53ef\u4ee5\u662f\u96f6\u5ea6，\u5bf9\u4e0d\u5bf9，\u96f6\u5ea6\u662f\u4ec0\u4e48\u5173\u7cfb	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_junior_55	\u521d\u4e2d\u9636\u6bb5	\u5973	\u6570\u5b66
00:14:00,210 --> 00:14:01,760	29253	\u597d\u518d\u770b\u7b2c\u4e09\u5c0f\u9898\u8bf4	\u6559\u5e08	\u63d0\u9ad8\u53c2\u4e0e\u5ea6	video_junior_55	\u521d\u4e2d\u9636\u6bb5	\u5973	\u6570\u5b66
00:14:01,770 --> 00:14:15,680	29254	\u5982\u679c\u4e24\u6761\u5e73\u884c\u76f4\u7ebf\u4e2d\u7684\u4e00\u6761，\u4e0e\u67d0\u4e00\u6761\u76f4\u7ebf\u5782\u76f4，\u90a3\u4e48\u53e6\u4e00\u6761\u4e5f\u4e0e\u8fd9\u6761\u76f4\u7ebf\u5782\u76f4，\u5927\u5bb6\u60f3\u5047\u8bbe\u76f4\u7ebfab\u90fd\u4e0el\u5782\u76f4，\u4e24\u6761\u5e73\u884c\u7ebf a\u548cb\u5e73\u884c	\u6559\u5e08	\u77e5\u8bc6\u8bb2\u6388	video_junior_55	\u521d\u4e2d\u9636\u6bb5	\u5973	\u6570\u5b66
00:14:16,140 --> 00:14:23,740	29256	\u7136\u540e a\u4e0el\u662f\u5782\u76f4\u7684，\u5927\u5bb6\u60f3a\u4e0el\u5782\u76f4，\u8bf4\u660ea\u4e0el\u6240\u6210\u89d2\u662f\u591a\u5c11\u5ea6	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_junior_55	\u521d\u4e2d\u9636\u6bb5	\u5973	\u6570\u5b66
00:14:25,060 --> 00:14:28,660	29258	b\u4e0ea\u662f\u5e73\u884c\u7684，b\u4e0el\u6240\u6210\u89d2\u4e5f\u662f\u591a\u5c11\u5ea6	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_junior_55	\u521d\u4e2d\u9636\u6bb5	\u5973	\u6570\u5b66
00:14:33,260 --> 00:14:34,530	29261	\u5782\u76f4\u662f\u5427	\u6559\u5e08	\u60c5\u611f\u652f\u6301\u4e0e\u53cd\u9988	video_junior_55	\u521d\u4e2d\u9636\u6bb5	\u5973	\u6570\u5b66
00:14:34,540 --> 00:14:47,800	29262	\u597d\u901a\u8fc7\u8fd9\u9053\u9898\u5927\u5bb6\u5e94\u8be5\u4e5f\u80fd\u611f\u53d7\u5f97\u5230，\u5176\u5b9e\u5782\u76f4\u5b83\u5c31\u662f\u4e00\u79cd\u7279\u6b8a\u7684\u89d2\u5ea6，\u6240\u4ee5\u4e09\u9898\u7b54\u6848\u662f\u8fd9\u6837\u7684，\u5927\u5bb6\u770b\u6211\u4eec\u5b66\u4e60\u77e5\u8bc6\u662f\u4e3a\u4e86\u8fd0\u7528\u77e5\u8bc6	\u6559\u5e08	\u77e5\u8bc6\u8bb2\u6388	video_junior_55	\u521d\u4e2d\u9636\u6bb5	\u5973	\u6570\u5b66
00:14:47,810 --> 00:15:02,210	29264	\u8bf7\u770b\u4f8b\u4e00，\u5728\u6b63\u65b9\u4f53\u5f53\u4e2d，\u8bf7\u5927\u5bb6\u627e\u51fa\u54ea\u4e9b\u68f1\u6240\u5728\u7684\u76f4\u7ebf\u8ddfAA\u4e00\u6487\u662f\u4e92\u76f8\u5782\u76f4\u7684，\u54ea\u4e9b\u68f1，\u603b\u5171\u6709\u51e0\u6761	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_junior_55	\u521d\u4e2d\u9636\u6bb5	\u5973	\u6570\u5b66
00:15:04,370 --> 00:15:10,250	29267	\u5728\u4e0b\u5e95\u9762\u91cc\u8fb9\u67094\u6761，\u4e0a\u5e95\u9762\u91cc\u4e5f\u67094\u6761\u597d，\u603b\u5171\u662f8\u6761	\u6559\u5e08	\u77e5\u8bc6\u8bb2\u6388	video_junior_55	\u521d\u4e2d\u9636\u6bb5	\u5973	\u6570\u5b66
00:15:10,640 --> 00:15:14,190	29268	\u5176\u4e2d\u5927\u5bb6\u770b\u8fd94\u6761\u8ddfAA\u4e00\u6487，\u662f\u600e\u6837\u5782\u76f4\u7684	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_junior_55	\u521d\u4e2d\u9636\u6bb5	\u5973	\u6570\u5b66
00:15:16,070 --> 00:15:17,955	29270	\u90a3\u4e48\u53e6\u59164\u6761\u8ddf\u5b83\u662f	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_junior_55	\u521d\u4e2d\u9636\u6bb5	\u5973	\u6570\u5b66
00:15:19,850 --> 00:15:21,440	29272	\u5f02\u9762\u5782\u76f4\u7684，\u5f88\u597d	\u6559\u5e08	\u60c5\u611f\u652f\u6301\u4e0e\u53cd\u9988	video_junior_55	\u521d\u4e2d\u9636\u6bb5	\u5973	\u6570\u5b66
00:15:25,470 --> 00:15:35,110	29274	\u6211\u4eec\u7528\u5e73\u9762\u91cc\u76f8\u4ea4\u76f4\u7ebf\u6240\u6210\u89d2，\u5b9a\u4e49\u4e86\u5f02\u9762\u76f4\u7ebf\u6240\u6210\u89d2，\u7c7b\u6bd4\u5e73\u9762\u91cc\u7684\u5782\u76f4，\u6211\u4eec\u5b9a\u4e49\u4e86\u7a7a\u95f4\u4e2d\u5f02\u9762\u76f4\u7ebf\u5782\u76f4	\u6559\u5e08	\u77e5\u8bc6\u8bb2\u6388	video_junior_55	\u521d\u4e2d\u9636\u6bb5	\u5973	\u6570\u5b66
00:00:16,710 --> 00:00:29,640	29519	﻿\u540c\u5b66\u4eec\u8bf7\u770b\u5927\u5c4f\u5e55，\u6211\u4eec\u5148\u6765\u4e86\u89e3\u4e00\u4f4d\u7f8e\u56fd\u7537\u5b69\u4ed6\u53eb\u6234\u7ef4，\u4ed6\u4e00\u51fa\u751f，\u5c31\u53ea\u80fd\u751f\u6d3b\u5728\u4e00\u4e2a，\u65e0\u83cc\u7684\u5851\u6599\u6ce1\u6ce1\u91cc	\u6559\u5e08	\u6fc0\u53d1\u5174\u8da3	video_junior_56	\u521d\u4e2d\u9636\u6bb5	\u5973	\u751f\u7269
00:00:30,650 --> 00:00:37,220	29521	\u4ed6\u5728\u91cc\u9762\u751f\u6d3b\u4e8612\u5e74，\u4ed6\u4e3a\u4ec0\u4e48\u8981\u751f\u6d3b\u5728\u8fd9\u6837\u4e00\u4e2a\u73af\u5883\u5f53\u4e2d	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_junior_56	\u521d\u4e2d\u9636\u6bb5	\u5973	\u751f\u7269
00:00:38,590 --> 00:00:46,850	29522	\u662f\u56e0\u4e3a\u4ed6\u5f97\u4e86\u4e00\u79cd\u75c5\u53eb\u505a\u91cd\u75c7\u514d\u75ab\u7f3a\u9677\u75c5，\u4e5f\u5c31\u662f\u8bf4\u4ed6\u7684\u514d\u75ab\u7cfb\u7edf\u5148\u5929\u7f3a\u5931	\u6559\u5e08	\u77e5\u8bc6\u8bb2\u6388	video_junior_56	\u521d\u4e2d\u9636\u6bb5	\u5973	\u751f\u7269
00:00:47,850 --> 00:00:53,970	29524	\u5728\u4ed612\u5c81\u7684\u65f6\u5019，\u4ed6\u56e0\u4e3a\u9aa8\u9ad3\u79fb\u690d\u5931\u8d25，\u800c\u79bb\u5f00\u4e86\u8fd9\u4e2a\u7f8e\u4e3d\u7684\u4e16\u754c	\u6559\u5e08	\u77e5\u8bc6\u8bb2\u6388	video_junior_56	\u521d\u4e2d\u9636\u6bb5	\u5973	\u751f\u7269
00:00:54,400 --> 00:00:57,270	29525	\u4e3a\u4ec0\u4e48\u9aa8\u9ad3\u79fb\u690d\u5c31\u4f1a\u5931\u8d25\u5462	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_junior_56	\u521d\u4e2d\u9636\u6bb5	\u5973	\u751f\u7269
00:00:59,920 --> 00:01:15,160	29526	\u800c\u6211\u4eec\u53bb\u8c03\u67e5\u4e00\u4e2a\u55b7\u568f\u4e00\u58f0\u54b3\u55fd，\u5b83\u7684\u75c5\u83cc\u55b7\u51fa\u7684\u75c5\u83cc\u91cf，\u53ef\u4ee5\u9ad8\u8fbe8,500\u4e07\u4e2a，\u800c\u4e14\u8fd9\u4e9b\u5fae\u5c0f\u7684\u98de\u6cab，\u8fd8\u53ef\u4ee5\u957f\u65f6\u95f4\u5728\u7a7a\u6c14\u4e2d\u98d8	\u6559\u5e08	\u77e5\u8bc6\u8bb2\u6388	video_junior_56	\u521d\u4e2d\u9636\u6bb5	\u5973	\u751f\u7269
00:01:16,290 --> 00:01:29,110	29528	\u4e5f\u5c31\u662f\u8bf4\u6211\u4eec\u6bcf\u5929\u66b4\u9732\u5728\u65e0\u6570\u7684\u7ec6\u83cc\u9762\u524d，\u6211\u4eec\u7684\u751f\u6d3b\u7684\u5468\u56f4\u6709\u8fd9\u4e48\u591a\u7684\u7ec6\u83cc，\u6709\u7684\u5b83\u5c31\u751f\u6d3b\u5728\u6211\u4eec\u8eab\u4e0a，\u751a\u81f3\u5728\u6211\u4eec\u4f53\u5185	\u6559\u5e08	\u77e5\u8bc6\u8bb2\u6388	video_junior_56	\u521d\u4e2d\u9636\u6bb5	\u5973	\u751f\u7269
00:01:29,120 --> 00:01:36,790	29530	\u800c\u7136\u540e\u6709\u6211\u4eec\u7edd\u5927\u591a\u6570\u4eba，\u6211\u4eec\u4e2d\u7684\u7edd\u5927\u591a\u6570\u4eba\u90fd\u662f\u5065\u5eb7\u7684	\u6559\u5e08	\u77e5\u8bc6\u8bb2\u6388	video_junior_56	\u521d\u4e2d\u9636\u6bb5	\u5973	\u751f\u7269
00:01:36,880 --> 00:01:43,290	29531	\u4e3a\u4ec0\u4e48\u6211\u4eec\u4e0d\u4f1a\u603b\u662f\u751f\u75c5\u5462，\u8fd9\u662f\u56e0\u4e3a\u6211\u4eec\u4eba\u4f53\u6709\u4ec0\u4e48，\u514d\u75ab\u7684\u529f\u80fd	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_junior_56	\u521d\u4e2d\u9636\u6bb5	\u5973	\u751f\u7269
00:01:48,850 --> 00:02:02,500	29533	\u4eba\u4f53\u4e4b\u6240\u4ee5\u6709\u514d\u75ab\u7684\u529f\u80fd，\u662f\u56e0\u4e3a\u4eba\u4f53\u6709\u4fdd\u536b\u81ea\u5df1\u7684\u9632\u7ebf，\u90a3\u7a76\u7adf\u662f\u54ea\u4e9b\u9632\u7ebf\u5462，\u6211\u4eec\u5148\u6765\u770b\u4e00\u4e2a\u8d44\u6599	\u6559\u5e08	\u77e5\u8bc6\u8bb2\u6388	video_junior_56	\u521d\u4e2d\u9636\u6bb5	\u5973	\u751f\u7269
00:02:02,910 --> 00:02:17,940	29535	\u6709\u4eba\u66fe\u7ecf\u505a\u8fc7\u4e00\u4e2a\u5b9e\u9a8c，\u628a\u4e00\u79cd\u81f4\u75c5\u7684\u94fe\u7403\u83cc，\u7ed9\u5b83\u6d82\u5728\u5065\u5eb7\u4eba\u6e05\u6d01\u7684\u76ae\u80a4\u4e0a，\u4e24\u5c0f\u65f6\u4ee5\u540e\u518d\u53bb\u68c0\u67e5\u53d1\u73b0，90%\u4ee5\u4e0a\u7684\u94fe\u7403\u83cc\u90fd\u6d88\u706d\u4e86	\u6559\u5e08	\u77e5\u8bc6\u8bb2\u6388	video_junior_56	\u521d\u4e2d\u9636\u6bb5	\u5973	\u751f\u7269
00:02:18,960 --> 00:02:31,220	29537	\u5927\u5bb6\u601d\u8003\u4e00\u4e0b，\u4e3a\u4ec0\u4e48\u6d82\u5728\u6e05\u6d01\u76ae\u80a4\u4e0a\u7684\u75c5\u83cc\u4f1a\u5f88\u5feb\u6b7b\u4ea1，\u8fd9\u8bf4\u660e\u76ae\u80a4\u6709\u4ec0\u4e48\u529f\u80fd，\u6709\u4ec0\u4e48\u529f\u80fd	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_junior_56	\u521d\u4e2d\u9636\u6bb5	\u5973	\u751f\u7269
00:02:31,520 --> 00:02:34,430	29539	\u6982\u62ec\u4e00\u4e0b\u6709\u4ec0\u4e48\u529f\u80fd	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_junior_56	\u521d\u4e2d\u9636\u6bb5	\u5973	\u751f\u7269
00:02:39,590 --> 00:02:46,440	29540	90%\u4ee5\u4e0a\u94fe\u7403\u83cc\u90fd\u88ab\u90fd\u88ab\u6d88\u706d\u4e86，\u8bf4\u660e\u6709\u4ec0\u4e48\u529f\u80fd，\u7528\u8bcd\u66f4\u51c6\u4e00\u4e9b	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_junior_56	\u521d\u4e2d\u9636\u6bb5	\u5973	\u751f\u7269
00:02:47,760 --> 00:02:49,310	29541	\u6740\u83cc\u5f88\u597d	\u6559\u5e08	\u60c5\u611f\u652f\u6301\u4e0e\u53cd\u9988	video_junior_56	\u521d\u4e2d\u9636\u6bb5	\u5973	\u751f\u7269
00:02:49,320 --> 00:02:52,590	29542	\u8bf4\u660e\u76ae\u80a4\u662f\u6709\u6740\u83cc\u7684\u529f\u80fd\u7684	\u6559\u5e08	\u77e5\u8bc6\u8bb2\u6388	video_junior_56	\u521d\u4e2d\u9636\u6bb5	\u5973	\u751f\u7269
00:02:54,420 --> 00:03:00,220	29543	\u76ae\u80a4\u4e0a\u9762\u6709\u4ec0\u4e48\u7269\u8d28\u80fd\u6740\u83cc，\u5927\u5bb6\u770b\u4e00\u4e0b\u52a8\u753b\u8fd9\u6837\u5b50	\u6559\u5e08	\u6fc0\u53d1\u5174\u8da3	video_junior_56	\u521d\u4e2d\u9636\u6bb5	\u5973	\u751f\u7269
00:03:00,960 --> 00:03:16,440	29544	\u8fd9\u662f\u6211\u4eec\u4eba\u4f53\u7684\u76ae\u8102\u817a，\u817a\u4f53\u8fd9\u662f\u6bdb\u53d1，\u8fd9\u80af\u5b9a\u8981\u770b\u5f97\u61c2，\u76ae\u8102\u817a\u5206\u6ccc\u76ae\u8102\u817a，\u6211\u4eec\u5206\u6ccc\u7684\u76ae\u8102\u6740\u6b7b\u4e86\u75c5\u83cc	\u6559\u5e08	\u77e5\u8bc6\u8bb2\u6388	video_junior_56	\u521d\u4e2d\u9636\u6bb5	\u5973	\u751f\u7269
00:03:17,680 --> 00:03:39,200	29546	\u770b\u6765\u5e73\u65f6\u6fa1\u8fd8\u4e0d\u80fd\u6d17\u592a\u5e72\u51c0，\u76ae\u80a4\u7684\u5206\u6ccc\u7269\u5b83\u6709\u6740\u83cc\u7684\u4f5c\u7528，\u6765，\u6211\u4eec\u518d\u770b\u4e00\u4e0b\u8fd9\u4e00\u7fa4\u7ec6\u83cc\u75c5\u6bd2\u7b49，\u8bd5\u56fe\u4ece\u76ae\u80a4\u4fb5\u5165	\u6559\u5e08	\u77e5\u8bc6\u8bb2\u6388	video_junior_56	\u521d\u4e2d\u9636\u6bb5	\u5973	\u751f\u7269
00:03:39,210 --> 00:03:40,700	29548	\u5927\u5bb6\u770b\u4ed6\u6210\u529f\u4e86\u6ca1\u6709	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_junior_56	\u521d\u4e2d\u9636\u6bb5	\u5973	\u751f\u7269
00:03:42,030 --> 00:03:43,060	29549	\u6ca1\u6709\u6210\u529f	\u6559\u5e08	\u77e5\u8bc6\u8bb2\u6388	video_junior_56	\u521d\u4e2d\u9636\u6bb5	\u5973	\u751f\u7269
00:03:43,830 --> 00:03:56,220	29550	\u90a3\u5c31\u6211\u4eec\u7684\u76ae\u80a4\u628a\u8fd9\u4e9b\u75c5\u539f\u83cc\u6321\u5728\u76ae\u80a4\u5916，\u90a3\u8bf4\u660e\u76ae\u80a4\u5bf9\u8fd9\u4e9b\u75c5\u539f\u4f53\u6709\u4ec0\u4e48\u4f5c\u7528，\u6709\u4ec0\u4e48\u4f5c\u7528	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_junior_56	\u521d\u4e2d\u9636\u6bb5	\u5973	\u751f\u7269
00:03:57,980 --> 00:04:02,010	29553	\u5927\u5bb6\u5f00\u52a8\u8111\u7b4b\u7528\u4ec0\u4e48\u8bcd\u66f4\u51c6\u4e00\u70b9，\u8fd9\u53eb\u4ec0\u4e48\u4f5c\u7528	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_junior_56	\u521d\u4e2d\u9636\u6bb5	\u5973	\u751f\u7269
00:04:02,020 --> 00:04:09,200	29554	\u963b\u6321\u7684\u4f5c\u7528，\u8bf4\u660e\u76ae\u80a4\u662f\u6709，\u4ece\u8fd9\u7ec4\u56fe\u91cc\u9762\u4f60\u770b\u51fa	\u6559\u5e08	\u77e5\u8bc6\u8bb2\u6388	video_junior_56	\u521d\u4e2d\u9636\u6bb5	\u5973	\u751f\u7269
00:04:09,210 --> 00:04:14,770	29556	\u4e8c\u4ec0\u4e48，\u6740\u83cc\u963b\u6321\u7684\u662f\u5427，\u6240\u4ee5\u76ae\u80a4\u662f\u4eba\u4f53\u7684\u4ec0\u4e48	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_junior_56	\u521d\u4e2d\u9636\u6bb5	\u5973	\u751f\u7269
00:04:29,770 --> 00:04:47,160	29559	\u6211\u4eec\u521a\u624d\u5206\u6790\u4e86\u76ae\u80a4\u662f\u4eba\u4f53\u7684\u7b2c\u4e00\u9053\u9632\u7ebf，\u518d\u6765\u8fd9\u4e00\u7fa4\u7ec6\u83cc\u75c5\u6bd2\u7b49\u4ece\u76ae\u80a4\u4e0d\u80fd\u5438\u5165\u4e86	\u6559\u5e08	\u77e5\u8bc6\u8bb2\u6388	video_junior_56	\u521d\u4e2d\u9636\u6bb5	\u5973	\u751f\u7269
00:04:48,440 --> 00:04:53,160	29561	\u4eba\u4f53\u8fd8\u6709\u6ca1\u6709\u5176\u4ed6\u7684\u5165\u53e3，\u6709\u4ec0\u4e48	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_junior_56	\u521d\u4e2d\u9636\u6bb5	\u5973	\u751f\u7269
00:04:57,930 --> 00:05:02,120	29564	\u547c\u5438\u9053\u662f\u4ec0\u4e48，\u9f3b\u8154\u662f\u4e0d\u662f\u53ef\u4ee5\u8fdb\u8fd8\u6709\u4ec0\u4e48\u5730\u65b9\u53ef\u4ee5\u8fdb	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_junior_56	\u521d\u4e2d\u9636\u6bb5	\u5973	\u751f\u7269
00:05:02,130 --> 00:05:03,600	29565	\u5bf9\u7684	\u6559\u5e08	\u60c5\u611f\u652f\u6301\u4e0e\u53cd\u9988	video_junior_56	\u521d\u4e2d\u9636\u6bb5	\u5973	\u751f\u7269
00:05:03,910 --> 00:05:06,440	29566	\u4ece\u9f3b\u8154\u8fd8\u6709\u6211\u4eec\u7684\u53e3\u8154	\u6559\u5e08	\u77e5\u8bc6\u8bb2\u6388	video_junior_56	\u521d\u4e2d\u9636\u6bb5	\u5973	\u751f\u7269
00:14:44,220 --> 00:14:46,170	30071	\u8bf7\u540c\u5b66\u4eec\u81ea\u4e3b\u5b66\u4e60\u5b8c\u6210\u8868\u683c	\u6559\u5e08	\u63d0\u9ad8\u53c2\u4e0e\u5ea6	video_junior_57	\u521d\u4e2d\u9636\u6bb5	\u7537	\u5730\u7406
00:16:17,660 --> 00:16:20,920	30073	\u6765\u5317\u7f8e\u6d32\u7684，\u4f60\u8bf4	\u6559\u5e08	\u63d0\u9ad8\u53c2\u4e0e\u5ea6	video_junior_57	\u521d\u4e2d\u9636\u6bb5	\u7537	\u5730\u7406
00:16:44,290 --> 00:16:47,010	30077	\u5bf9\u4e0d\u5bf9，\u57fa\u7840\u77e5\u8bc6\u638c\u63e1\u7684\u76f8\u5f53\u6df1	\u6559\u5e08	\u60c5\u611f\u652f\u6301\u4e0e\u53cd\u9988	video_junior_57	\u521d\u4e2d\u9636\u6bb5	\u7537	\u5730\u7406
00:17:02,760 --> 00:17:10,380	30079	\u597d\u90a3\u4e48\u7f8e\u6d32\u7684\u6c14\u5019，\u90a3\u4e48\u54ea\u4e9b\u56e0\u7d20\u5f71\u54cd\u7740\u975e\u6d32\u7684\u6c14\u5019，\u5f71\u54cd\u6c14\u5019\u56e0\u7d20\u6709\u54ea\u4e9b	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_junior_57	\u521d\u4e2d\u9636\u6bb5	\u7537	\u5730\u7406
00:17:35,640 --> 00:17:37,710	30081	\u8fd9\u6709\u4e00\u6761\u7279\u6b8a\u7684\u7eac\u7ebf	\u6559\u5e08	\u77e5\u8bc6\u8bb2\u6388	video_junior_57	\u521d\u4e2d\u9636\u6bb5	\u7537	\u5730\u7406
00:17:38,490 --> 00:17:39,480	30083	\u8fd9\u662f\u8d64\u9053	\u6559\u5e08	\u77e5\u8bc6\u8bb2\u6388	video_junior_57	\u521d\u4e2d\u9636\u6bb5	\u7537	\u5730\u7406
00:17:41,010 --> 00:17:42,820	30085	\u5357\u5317\u4e24\u4fa7	\u6559\u5e08	\u77e5\u8bc6\u8bb2\u6388	video_junior_57	\u521d\u4e2d\u9636\u6bb5	\u7537	\u5730\u7406
